unidade,mes,tipo_exame,pacientes_dia,exames_realizados,turno_mais_movimentado,temp_medio_exame,protocolo_emergencia,direcao_centrifuga,quantidade_refrigeradores,alinhamento_refrigeradores,cor_parede_laboratorio,cor_parede_coleta,aromatizador_eucalipto,cheiro_ambiente,musica_ambiente,cor_jaleco_funcionario,elemento_decorativo,janela_virada_para,hora_inicio_turno,cpf_biomedico,mes_nascimento_biomedico,dia_fechamento,chefe_setor,tipo_refrigeracao,tempo_entrega_resultado
Unidade B,jan/2024,sangue,47,55,manhã,17.3,sim,sul,4,em_L,grafite,branca,não,eucalipto,jazz,azul_bebe,cacto,sul,5,62132019163,out,21,Ana,seca,29.7
Unidade C,nov/2025,,48,81,noite,23.1,não,leste,3,dispersos,laranja,amarela,não,lavanda,jazz,verde_limao,nenhum,norte,9,72477077701,jun,3,José,seca,43.28
Unidade D,set/2024,covid,46,47,tarde,21.2,não,leste,4,lado_a_lado,azul_cobalto,verde,não,café,jazz,branco,vaso_bambu,norte,9,50281096020,fev,1,Carlos,climatizada,32.42
Unidade D,out/2024,covid,60,56,tarde,17.5,não,norte,3,dispersos,grafite,verde,sim,eucalipto,nenhuma,verde_limao,cacto,oeste,5,57724823509,jan,7,Carlos,umida,28.69
Unidade E,mai/2024,hormonal,48,60,tarde,14.9,não,norte,1,em_L,grafite,verde,não,café,pagode_90s,vinho,nenhum,oeste,9,22086132081,jun,1,1234,umida,31.59
Unidade B,ago/2024,imagem,57,41,manhã,20.6,não,oeste,4,lado_a_lado,grafite,roxa,não,lavanda,jazz,verde_limao,samambaia,sul,10,58928934042,mar,30,Ana,seca,32.63
Unidade C,abr/2025,genético,52,51,tarde,13.5,sim,leste,1,dispersos,laranja,laranja,não,lavanda,nenhuma,azul_bebe,cacto,sul,6,58648140881,fev,13,Julia,umida,50.0
Unidade E,out/2025,sangue,46,46,manhã,18.7,não,norte,4,em_L,laranja,verde,não,nenhum,jazz,branco,vaso_bambu,sul,6,71621830023,jun,26,Nina,controlada,24.54
Unidade B,jun/2025,urina,55,65,manhã,15.9,,norte,1,em_L,grafite,azul_cobalto,não,lavanda,nenhuma,verde_limao,samambaia,sul,12,28428519534,set,24,Nina,climatizada,18.96
Unidade C,ago/2025,hormonal,67,63,tarde,14.5,não,leste,3,dispersos,laranja,branca,não,eucalipto,jazz,verde_limao,samambaia,nenhuma,5,41659708372,abr,6,Bianca,seca,33.28
Unidade F,jan/2025,sangue,72,37,manhã,,não,norte,3,dispersos,cinza,verde,não,café,rock,azul_bebe,cacto,nenhuma,10,51980690820,mar,18,Nina,controlada,24.23
Unidade F,jul/2024,urina,56,80,manhã,18.8,não,oeste,1,lado_a_lado,laranja,verde,não,nenhum,rock,azul_bebe,samambaia,nenhuma,5,68286654885,set,28,Ana,seca,21.13
Unidade D,nov/2025,urina,53,64,tarde,22.8,,oeste,4,lado_a_lado,laranja,branca,não,café,nenhuma,azul_bebe,samambaia,oeste,6,90307935600,jul,24,Julia,controlada,24.5
Unidade A,dez/2025,sangue,51,62,manhã,20.6,sim,norte,2,em_L,amarela,verde,não,café,jazz,verde_limao,samambaia,leste,6,73605676780,ago,12,José,seca,30.76
Unidade C,dez/2025,hormonal,55,52,noite,30.8,não,leste,1,lado_a_lado,laranja,amarela,não,lavanda,rock,verde_limao,vaso_bambu,nenhuma,11,20237938214,mai,15,Nina,umida,34.4
Unidade F,mai/2025,genético,57,57,tarde,16.9,não,leste,1,lado_a_lado,amarela,laranja,não,lavanda,jazz,azul_bebe,nenhum,sul,5,53370171893,abr,31,Eduardo,climatizada,42.66
Unidade A,mai/2025,urina,51,67,manhã,,não,norte,1,em_L,branca,verde,não,eucalipto,jazz,azul_bebe,vaso_bambu,sul,6,79870645177,nov,24,Eduardo,controlada,25.41
Unidade F,mar/2024,urina,44,50,tarde,23.4,não,norte,4,em_L,laranja,verde,não,nenhum,pagode_90s,branco,nenhum,leste,8,64793086546,dez,21,Carlos,umida,24.89
Unidade C,set/2025,hormonal,57,58,tarde,16.7,não,sul,2,em_L,branca,branca,não,café,rock,azul_bebe,nenhum,oeste,5,95867818595,ago,5,Marcos,umida,32.06
Unidade D,mar/2024,urina,53,56,tarde,16.7,não,leste,4,dispersos,azul_cobalto,azul_cobalto,não,lavanda,jazz,branco,cacto,norte,8,40128592830,mar,29,Nina,seca,24.39
Unidade E,dez/2024,,55,77,manhã,16.0,não,norte,3,lado_a_lado,amarela,branca,não,café,pagode_90s,vinho,vaso_bambu,sul,12,83082074635,nov,15,Eduardo,controlada,20.81
Unidade D,out/2025,,55,54,noite,16.1,não,leste,2,em_L,azul,laranja,não,eucalipto,nenhuma,vinho,vaso_bambu,nenhuma,10,99304562930,nov,10,Ana,umida,23.1
Unidade B,fev/2025,urina,44,60,manhã,22.9,não,sul,1,lado_a_lado,cinza,amarela,não,café,rock,vinho,nenhum,norte,8,69345840278,mar,6,Eduardo,climatizada,24.7
